file_name,submitter_id,business_date,produced_at,landed_at
S1004_20260607_0339_KIOSK.txt,S1004,2026-06-07,2026-06-08T03:39:00Z,2026-06-08T03:40:00Z
S1001_20260608_0237_POSFEED.txt,S1001,2026-06-08,2026-06-09T02:37:00Z,2026-06-09T02:39:00Z
S1002_20260608_0251_ECOMM.txt,S1002,2026-06-08,2026-06-09T02:51:00Z,2026-06-09T02:53:00Z
S1003_20260608_0240_MOBILE.txt,S1003,2026-06-08,2026-06-09T02:40:00Z,2026-06-09T02:44:00Z
S1004_20260608_0355_KIOSK.txt,S1004,2026-06-08,2026-06-09T03:55:00Z,2026-06-09T03:56:00Z
S1001_20260609_0220_POSFEED.txt,S1001,2026-06-09,2026-06-10T02:20:00Z,2026-06-10T02:24:00Z
S1002_20260609_0254_ECOMM.txt,S1002,2026-06-09,2026-06-10T02:54:00Z,2026-06-10T02:57:00Z
S1003_20260609_0239_MOBILE.txt,S1003,2026-06-09,2026-06-10T02:39:00Z,2026-06-10T02:43:00Z
S1004_20260609_0337_KIOSK.txt,S1004,2026-06-09,2026-06-10T03:37:00Z,2026-06-10T03:40:00Z
S1001_20260610_0205_POSFEED.txt,S1001,2026-06-10,2026-06-11T02:05:00Z,2026-06-11T02:09:00Z
S1002_20260610_0246_ECOMM.txt,S1002,2026-06-10,2026-06-11T02:46:00Z,2026-06-11T02:50:00Z
S1003_20260610_0240_MOBILE.txt,S1003,2026-06-10,2026-06-11T02:40:00Z,2026-06-11T02:42:00Z
S1004_20260610_0354_KIOSK.txt,S1004,2026-06-10,2026-06-11T03:54:00Z,2026-06-11T03:58:00Z
S1001_20260611_0211_POSFEED.txt,S1001,2026-06-11,2026-06-12T02:11:00Z,2026-06-12T02:14:00Z
S1002_20260611_0255_ECOMM.txt,S1002,2026-06-11,2026-06-12T02:55:00Z,2026-06-12T02:58:00Z
S1003_20260611_0244_MOBILE.txt,S1003,2026-06-11,2026-06-12T02:44:00Z,2026-06-12T02:45:00Z
S1004_20260611_0414_KIOSK.txt,S1004,2026-06-11,2026-06-12T04:14:00Z,2026-06-12T04:15:00Z
S1001_20260612_0209_POSFEED.txt,S1001,2026-06-12,2026-06-13T02:09:00Z,2026-06-13T02:13:00Z
S1002_20260612_0304_ECOMM.txt,S1002,2026-06-12,2026-06-13T03:04:00Z,2026-06-13T03:07:00Z
S1003_20260612_0242_MOBILE.txt,S1003,2026-06-12,2026-06-13T02:42:00Z,2026-06-13T02:46:00Z
S1004_20260612_0351_KIOSK.txt,S1004,2026-06-12,2026-06-13T03:51:00Z,2026-06-13T03:54:00Z
S1002_20260612_1120_ECOMM.txt,S1002,2026-06-12,2026-06-13T11:20:00Z,2026-06-13T11:22:00Z
S1001_20260613_0227_POSFEED.txt,S1001,2026-06-13,2026-06-14T02:27:00Z,2026-06-14T02:28:00Z
S1002_20260613_0256_ECOMM.txt,S1002,2026-06-13,2026-06-14T02:56:00Z,2026-06-14T02:59:00Z
S1003_20260613_0236_MOBILE.txt,S1003,2026-06-13,2026-06-14T02:36:00Z,2026-06-14T02:37:00Z
S1004_20260613_0401_KIOSK.txt,S1004,2026-06-13,2026-06-14T04:01:00Z,2026-06-14T04:05:00Z
S1001_20260614_0214_POSFEED.txt,S1001,2026-06-14,2026-06-15T02:14:00Z,2026-06-15T02:17:00Z
S1002_20260614_0245_ECOMM.txt,S1002,2026-06-14,2026-06-15T02:45:00Z,2026-06-15T02:49:00Z
S1003_20260614_0240_MOBILE.txt,S1003,2026-06-14,2026-06-15T02:40:00Z,2026-06-15T02:41:00Z
S1004_20260614_0339_KIOSK.txt,S1004,2026-06-14,2026-06-15T03:39:00Z,2026-06-15T03:40:00Z
S1001_20260615_0210_POSFEED.txt,S1001,2026-06-15,2026-06-16T02:10:00Z,2026-06-16T02:13:00Z
S1002_20260615_0301_ECOMM.txt,S1002,2026-06-15,2026-06-16T03:01:00Z,2026-06-16T03:04:00Z
S1003_20260615_0241_MOBILE.txt,S1003,2026-06-15,2026-06-16T02:41:00Z,2026-06-16T02:42:00Z
S1004_20260615_0422_KIOSK.txt,S1004,2026-06-15,2026-06-16T04:22:00Z,2026-06-16T04:25:00Z
S1001_20260616_0228_POSFEED.txt,S1001,2026-06-16,2026-06-17T02:28:00Z,2026-06-17T02:29:00Z
S1002_20260616_0250_ECOMM.txt,S1002,2026-06-16,2026-06-17T02:50:00Z,2026-06-17T02:54:00Z
S1003_20260616_0216_MOBILE.txt,S1003,2026-06-16,2026-06-17T02:16:00Z,2026-06-17T02:20:00Z
S1004_20260616_0340_KIOSK.txt,S1004,2026-06-16,2026-06-17T03:40:00Z,2026-06-17T03:44:00Z
S1001_20260617_0213_POSFEED.txt,S1001,2026-06-17,2026-06-18T02:13:00Z,2026-06-18T02:15:00Z
S1002_20260617_0308_ECOMM.txt,S1002,2026-06-17,2026-06-18T03:08:00Z,2026-06-18T03:11:00Z
S1003_20260617_0220_MOBILE.txt,S1003,2026-06-17,2026-06-18T02:20:00Z,2026-06-18T02:22:00Z
S1004_20260617_0344_KIOSK.txt,S1004,2026-06-17,2026-06-18T03:44:00Z,2026-06-18T03:47:00Z
S1001_20260618_0638_POSFEED.txt,S1001,2026-06-18,2026-06-19T06:38:00Z,2026-06-19T06:41:00Z
S1002_20260618_0256_ECOMM.txt,S1002,2026-06-18,2026-06-19T02:56:00Z,2026-06-19T02:58:00Z
S1003_20260618_0218_MOBILE.txt,S1003,2026-06-18,2026-06-19T02:18:00Z,2026-06-19T02:19:00Z
S1004_20260618_0410_KIOSK.txt,S1004,2026-06-18,2026-06-19T04:10:00Z,2026-06-19T04:13:00Z
S1001_20260619_0217_POSFEED.txt,S1001,2026-06-19,2026-06-20T02:17:00Z,2026-06-20T02:18:00Z
S1002_20260619_0251_ECOMM.txt,S1002,2026-06-19,2026-06-20T02:51:00Z,2026-06-20T02:55:00Z
S1003_20260619_0241_MOBILE.txt,S1003,2026-06-19,2026-06-20T02:41:00Z,2026-06-20T02:42:00Z
S1004_20260619_0344_KIOSK.txt,S1004,2026-06-19,2026-06-20T03:44:00Z,2026-06-20T03:48:00Z
S1001_20260620_0224_POSFEED.txt,S1001,2026-06-20,2026-06-21T02:24:00Z,2026-06-21T02:26:00Z
S1002_20260620_0309_ECOMM.txt,S1002,2026-06-20,2026-06-21T03:09:00Z,2026-06-21T03:13:00Z
S1003_20260620_0226_MOBILE.txt,S1003,2026-06-20,2026-06-21T02:26:00Z,2026-06-21T02:30:00Z
S1004_20260620_0414_KIOSK.txt,S1004,2026-06-20,2026-06-21T04:14:00Z,2026-06-21T04:17:00Z
S1001_20260621_0226_POSFEED.txt,S1001,2026-06-21,2026-06-22T02:26:00Z,2026-06-22T02:27:00Z
S1002_20260621_0248_ECOMM.txt,S1002,2026-06-21,2026-06-22T02:48:00Z,2026-06-22T02:49:00Z
S1003_20260621_0230_MOBILE.txt,S1003,2026-06-21,2026-06-22T02:30:00Z,2026-06-22T02:32:00Z
S1004_20260621_0428_KIOSK.txt,S1004,2026-06-21,2026-06-22T04:28:00Z,2026-06-22T04:30:00Z
